Day,Temperature
107,28.20415458292959
108,29.18785041086753
109,29.585731786344496
110,27.42393981975158
111,29.900350521967646
112,30.638054434331863
113,24.957684581369488
114,29.768726189927097
115,27.207411143737787
116,29.048003037043085
117,26.609899491191904
118,30.640519469702586
119,29.493924033200173
120,28.76319660592169
121,27.55432075833948
122,30.71431569926159
123,31.49387432138037
124,25.665517776860504
125,30.2135008398656
126,30.705018116962453
127,28.672398059320873
128,26.265897414706668
129,29.25684661414219
130,27.585118097669923
131,26.84295947198052
132,25.79379892440499
133,22.178945166612046
134,28.601430407364983
135,26.360279446345185
136,27.95763364236968
137,25.339324016637065
138,28.13560381667679
139,26.87758504240638
140,38.279882994473766
141,26.398944763297134
142,27.72387636787444
143,27.413245605755854
144,26.947043986162342
145,26.222792447245304
146,25.994584214793793
147,26.66529307204103
148,25.94463446286987
149,26.47623149570324
150,24.84212532134224
151,21.50836726399782
152,26.57065503724688
153,28.14319654154829
154,25.37364174209151
155,24.408834085159338
156,24.2005207276609
157,24.07142211803333
158,24.11967370060622
159,22.252874673444335
160,23.001437965159308
161,22.12159706582228
162,23.82932186878899
163,22.84912309368901
164,23.87388739532521
165,22.705073453121155
166,24.281809533724022
167,22.956955779283234
168,25.756271398263955
169,19.458515317969486
170,21.164834122015602
171,23.318959235408833
172,25.59015441746522
173,18.812458735734943
174,21.523495458966334
175,20.948010410755405
176,23.11377574009834
177,20.514405702957962
178,21.79396955215179
179,20.122430375309925
180,18.521384197176317
181,20.728505982966478
182,20.840847189039874
183,21.853768854911515
184,19.5761450581027
185,18.643734574386155
186,20.242008871270613
187,19.587240846021967
188,19.475630117511965
189,18.77374087316214
190,20.453026080464845
191,19.096247105364842
192,21.228917933126308
193,19.868919190585135
194,19.021845796214553
195,15.423633334677655
196,18.600422218137325
197,18.160201500661238
198,18.579772581925262
199,18.764356390068727
200,16.43155451958171
201,18.104938018317345
202,15.862457031226063
203,19.47619398580622
204,14.384935192926452
205,13.581887507362179
206,13.588015334699183
207,14.570607035599217
208,14.071323502464868
209,18.52893051205051
210,14.951183817798134
211,13.274391239195207
212,16.808847394082786
213,14.107795957309856
214,12.984096025029379
215,16.006457909854618
216,15.482638879460543
217,13.751672351465396
218,16.3735873213186
219,14.315799846641355
220,16.409183766036723
221,14.601265323366578
222,16.050580164971446
223,13.743556912272506
224,11.6188198324406
225,16.993414331456766
226,12.373604653255986
227,12.768930936796885
228,11.893566141546344
229,12.518139189793548
230,13.068428620757816
231,12.890525159825048
232,13.464862156077956
233,15.04935118555792
234,12.070462728646833
235,10.293820346043216
236,10.264694172409396
237,10.936568759491863
238,9.323325774112444
239,12.974002749419384
240,10.893424860367018
241,11.08103195901509
242,11.453941078244727
243,9.273648082607737
244,9.99096227174272
245,12.211945248796603
246,12.04723546988451
247,10.376849196599956
248,11.877168774198518
249,8.935363315221231
250,10.306682924173597
251,10.410833163365862
252,19.338602974150717
253,13.537479757469805
254,11.121886587905882
255,8.949500127016595
256,13.539950197981712
257,11.29131483038561
258,11.00958372439146
259,9.41012457245929
260,10.438152119762215
261,7.951374019332281
262,11.396402225182367
263,9.609077001935347
264,10.341590795193632
265,11.916306390976155
266,10.515981526339042
267,10.46113267552076
268,10.463695846226301
269,8.93350357661533
270,11.274835470497482
271,12.32624151035639
272,11.142745683273324
273,11.328196635149947
274,8.684170324260815
275,8.700634145891703
276,7.846185851165405
277,11.864025394687012
278,9.645480467507392
279,12.140575952249687
280,8.88495340703028
281,9.421514431577805
282,10.243812679913356
283,11.508680679049403
284,10.246387126178337
285,10.503622429795481
286,10.246307935901855
287,10.524777028689735
288,8.624655754657814
289,10.463991274911368
290,10.108833671009792
291,10.35241501275217
292,11.227939670953436
293,9.523018914215244
294,10.474677379474102
295,10.215584887610493
296,11.350536171670328
297,11.967443099357038
298,9.42558222458613
299,11.808727518627563
300,14.102366283805818
301,8.873451146655576
302,9.914067057593691
303,9.920216548791311
304,10.906789870389094
305,13.84663404617297
306,11.521858099245486
307,10.551775550724377
308,12.620998992800281
309,10.885527670369584
310,22.650413241958248
311,12.444289678619246
312,14.173712526987629
313,11.205025124562711
314,16.852137399718664
315,13.65381885276456
316,13.512149351914498
317,0.6728337824406836
318,11.675163938339235
319,11.581780760746863
320,12.801450740332644
321,11.933567649523631
322,13.679577380043174
323,12.14450766980623
324,14.445328440908696
325,15.079859547285269
326,12.720771754487895
327,15.704260400480777
328,13.695820226764086
329,15.671283595102386
330,14.990231958025673
331,16.159139350809433
332,13.124418591322485
333,14.605652946175661
334,17.09043445236536
335,14.135189226877857
336,1.1870180199918092
337,12.450613518756805
338,11.758045603581802
339,23.337347342624277
340,15.210605229094107
341,17.902912232202844
342,15.480022018294164
343,16.788045601495416
344,16.298251542990872
345,16.637594422212903
346,16.535005123459275
347,16.689517236975117
348,17.806921821159428
349,15.516444417496974
350,18.961657814840205
351,11.665655053990081
352,17.48819885864448
353,29.858120033195842
354,31.01538398550921
355,17.481234022372213
356,18.691307568762316
357,18.341880741240054
358,18.12481250199904
359,17.96031096734575
360,18.30410992994647
361,20.720728848271527
362,16.568818219264926
363,20.18452543032654
364,19.473211010722167
